Review,POSITIVE 
The first time I used BP me I did not realise you had to select the pump. After the first time it has gone like a dream and so useful when the Covid 19 infection rates were at there highest. No need to go into the shop. Excellent product billed direct to my business account. Easy to down load figures for the accountants. Thumbs up.,POSITIVE
"The app keeps asking me to log in, without remembering my password; it can't find stations when I'm on the forecourt and none of my transactions have appeared since the end of July. I raised these issues via the app and received a message that someone would contact me within 3 working days, but they never did. I called them in the end and was told that the app was still being developed and I should use my card, which I don't have! They also said that I should log into the website to check for points, but this can't be accessed without entering the card number. What a waste of time and effort!!",NEGATIVE
5outa 5 excellent service an staff more than willing to help you!!,POSITIVE
The app keeps on crashing when ever I go into it,NEGATIVE
The app has stopped opening will change if/when it starts working again,NEGATIVE
"""Iâ€™ve tried to use the app on the last two times Iâ€™ve filled up atBP but my app wonâ€™t open and says to get the update. I follow the link to AppStore to update but nothing happens when I click on it.",NEGATIVE
"Useless - better off sticking to a physical card""",NEGATIVE
Nothing much to say other than it was great but since updating today it doesnâ€™t work .,NEGATIVE
"The loyalty card does not add to wallet, struggle to remember to use due to not very easy to access want to use the app mainly as a replacement to the loyalty card",NEGATIVE
"The app is not worth the effort. I get logged out at the most inconvenient times. Tonight the app wouldnâ€™t accept my new credit card. Randomly, the app wonâ€™t work. So Iâ€™ve had enough and see no point keeping loyal to the brand.",NEGATIVE
"""Every time I try and use this app nothing happens. All I get is a nice picture of a BP forecourt, nothing happens after that whatever connection I have. ",NEGATIVE
"Bloke in garage said it was a common problem and gave me a new card to collect my points.""",NEGATIVE
App wonâ€™t even open on ios15,NEGATIVE
"Only works the first time after installation, then the app wonâ€™t open! Just shows a white screen and then closes. Iâ€™ve tried uninstalling and reinstalling, restarting my phone etc. happens to my girlfriends phone aswell. Both new iPhones updated to the latest firmware.",NEGATIVE
App doesnâ€™t work at all in iOS 15. Fails to open.,NEGATIVE
"""Currently the app closes immediately after opening when using iOS 15.",NEGATIVE
,POSITIVE
"Please can the software team sort this ASAP as this app saves me a lot of time and is very convenient usually!""",POSITIVE
"""Despite informing the developer that the app didnâ€™t work with iOS 15, no update has been made available and crashes all the time shortly after downloading and working initially. ",NEGATIVE
,POSITIVE
"A bit poor.""",NEGATIVE
"You have had over 2 months to prepare for this release and numerous beta testing versions of iOS15 but yet the app still does not work, what is going on?",NEGATIVE
since installed IOS 15 bpme app will not open!!!!!,NEGATIVE
This app doesnâ€™t work with the ios15 update,NEGATIVE
Doesnâ€™t work for me,NEGATIVE
Have downloaded twice and it just doesnâ€™t load properly. Needs fixing,NEGATIVE
Bugged and doesnâ€™t work at all. App crashes upon opening,NEGATIVE
Doesnâ€™t support iOS 15. Arrived home on fumes!!!!,NEGATIVE
Such a helpful app very satisfied and easy to use ðŸ˜Š,POSITIVE
"Easy to use and see points, saves carrying card around. Please find a way to save the BP Card into Apple Wallet for collecting points!",POSITIVE
App been working fine but last couple of uses it keeps coming up on phone saying contact customer services at the counter as thereâ€™s been a problem with the purchase. When Iâ€™ve gone into station thereâ€™s nothing wrong and still get email confirmation of payment so thereâ€™s a glitch in the app some where! And why the slow last bit of fill up at pumps when it gets to the last Â£ of amount entered? Takes forever the last dribbles of fuel,NEGATIVE
Canâ€™t use the app at all. Says an update is available please visit the App Store. No update available just Open. Might have to start using Shell more.,NEGATIVE
Wonâ€™t update !!!,NEGATIVE
Itâ€™s easy to use!,POSITIVE
Doesnâ€™t open with ios15,NEGATIVE
"At last Apple Wallet support, well done, just in time for when thereâ€™s no fuel to buy! Brilliant.",POSITIVE
"Thanks for adding the card to wallet, but please add the QR to the watch wallet. Thanks!",POSITIVE
Sort the app out the update has kicked me out of it. Now I canâ€™t get back in.,NEGATIVE
My local garage has stopped doing pay at pump. Shame because it would be 5 * otherwise,NEGATIVE
"Doesnâ€™t support ApplePay, I have to dig out my wallet and add one of my cards to it - massively inconvenient. Their competitors Shell and Esso support ApplePay",NEGATIVE
Handy quick shop whilst getting fuel,POSITIVE
The new update is absolutely useless. At login it says error then when I close n reopen the app itâ€™s already logged in by then wonâ€™t let me accept t&câ€™s error message pops up.,NEGATIVE
"""My only real criticism is that it would improve it if it could be added to the wallet on iPhones.",POSITIVE
,POSITIVE
"As an update to this, it appears that it has been resolved and can now be added to the wallet!""",POSITIVE
"Nice easy to use app but some stations do not accept payment via app, despite showing up in the options",NEGATIVE
Fantastic garage helpful staff clean toilets aswellðŸ’¯,POSITIVE
Good app,POSITIVE
"Such an easy to use App, so many great offers and now I use BP  instead of supermarket fuel ðŸ˜€",POSITIVE
Itâ€™s great,POSITIVE
Excellent accumulation of points that can be redeemed as cash.,POSITIVE
Good thing BPme has been introduced. Means we can pay for fuel without needing to go inside. Makes points collecting easy too.,POSITIVE
"""Not worth the hassle ",NEGATIVE
Garages not enough knowledge of product ,NEGATIVE
"Back to everyday garages""",POSITIVE
"""Joined and downloaded the app for fuel benefits and rewards. Can I find anywhere - emails, online, website (visitor and then account holder), app, FAQs that the emails tell one to look at for questions: where the main question of whether it was for fuel rewards and could be redeemed for fuel was not listed!? No. So before cancelling, I rang Customer Services to get an answer, from which she reeled off ALL the non-fuel related rewards and redeeming benefits. Eventually she confirmed that it was for fuel and that the points could be redeemed against fuel purchases as well. Thatâ€™s all I needed to know.",NEGATIVE
"Other rewards schemes not only tell you what they are primarily launched for, but how many points you get per expenditure, and what they transfer into in pounds and pence for redeeming against said service. In this case fuel. So for those who donâ€™t realise what BPme is primarily for, this is your answer: fuel. What a hassle. The wide list of options and ways to redeem points including vouchers, in-store purchases and Amazon is impressive, but theyâ€™ve focused so much on that, theyâ€™ve forgotten to list the principle area of interest to customers signing up. FUEL REWARDS. Which is a good one. A far better deal than Shell.""",NEGATIVE
